"date","inflation","unem","snp","gdp"
"2010-02-01","-2.1513","-9.8","2.8514","2.0662"
"2010-03-01","-2.2862","-9.9","5.8796",""
"2010-04-01","-2.2068","-9.9","1.4759",""
"2010-05-01","-2.0035","-9.6","-8.1976","3.8228"
"2010-06-01","-1.1216","-9.4","-5.3882",""
"2010-07-01","-1.3408","-9.4","6.8778",""
"2010-08-01","-1.1502","-9.5","-4.7449","4.6829"
"2010-09-01","-1.1183","-9.5","8.7551",""
"2010-10-01","-1.1667","-9.4","3.6856",""
"2010-11-01","-1.0845","-9.8","-0.229","4.5564"
"2010-12-01","-1.4378","-9.3","6.53",""
"2011-01-01","-1.6829","-9.2","2.2646",""
"2011-02-01","-2.1277","-9","3.1957","3.796"
"2011-03-01","-2.6183","-9","-0.1047",""
"2011-04-01","-3.0621","-9.1","2.8495",""
"2011-05-01","-3.488","-9","-1.3501","3.8439"
"2011-06-01","-3.5184","-9.1","-1.8257",""
"2011-07-01","-3.5909","-9","-2.1474",""
"2011-08-01","-3.744","-9","-5.6791","3.5158"
"2011-09-01","-3.8488","-9","-7.1762",""
"2011-10-01","-3.5501","-8.8","10.7723",""
"2011-11-01","-3.446","-8.6","-0.5059","3.6447"
"2011-12-01","-3.0267","-8.5","0.8533",""
"2012-01-01","-2.9894","-8.3","4.3583",""
"2012-02-01","-2.8756","-8.3","4.0589","4.7124"
"2012-03-01","-2.6102","-8.2","3.1332",""
"2012-04-01","-2.2815","-8.2","-0.7497",""
"2012-05-01","-1.7415","-8.2","-6.2651","4.0994"
"2012-06-01","-1.6834","-8.2","3.9555",""
"2012-07-01","-1.4041","-8.2","1.2598",""
"2012-08-01","-1.6936","-8","1.9763","4.3741"
"2012-09-01","-1.9534","-7.8","2.4236",""
"2012-10-01","-2.1736","-7.8","-1.9789",""
"2012-11-01","-1.7807","-7.7","0.2847","3.4665"
"2012-12-01","-1.7698","-7.9","0.7068",""
"2013-01-01","-1.6179","-8","5.0428",""
"2013-02-01","-1.9791","-7.7","1.1061","3.4212"
"2013-03-01","-1.4764","-7.5","3.5988",""
"2013-04-01","-1.0909","-7.6","1.8086",""
"2013-05-01","-1.4009","-7.5","2.0763","3.2588"
"2013-06-01","-1.7308","-7.5","-1.4999",""
"2013-07-01","-1.9231","-7.3","4.9462",""
"2013-08-01","-1.5232","-7.2","-3.1298","3.7089"
"2013-09-01","-1.1549","-7.2","2.975",""
"2013-10-01","-0.9329","-7.2","4.4596",""
"2013-11-01","-1.2266","-7","2.8049","4.5664"
"2013-12-01","-1.5279","-6.7","2.3563",""
"2014-01-01","-1.5917","-6.6","-3.5583",""
"2014-02-01","-1.0966","-6.7","4.3117","3.282"
"2014-03-01","-1.5264","-6.6","0.6932",""
"2014-04-01","-1.9718","-6.2","0.6201",""
"2014-05-01","-2.138","-6.3","2.103","4.2661"
"2014-06-01","-2.0487","-6.1","1.9058",""
"2014-07-01","-1.9813","-6.2","-1.508",""
"2014-08-01","-1.712","-6.1","3.7655","4.3118"
"2014-09-01","-1.6482","-5.9","-1.5514",""
"2014-10-01","-1.646","-5.7","2.3201",""
"2014-11-01","-1.2942","-5.8","2.4534","3.662"
"2014-12-01","-0.6762","-5.6","-0.4189",""
"2015-01-01","0.1918","-5.7","-3.1041",""
"2015-02-01","0.0722","-5.5","5.4893","3.8096"
"2015-03-01","0.0212","-5.5","-1.7396",""
"2015-04-01","0.1092","-5.4","0.8521",""
"2015-05-01","-0.0342","-5.5","1.0491",""
"2015-06-01","-0.1845","-5.3","-2.1012",""
